,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33
112,,164,172,177106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,,164,172,177107,,167,108,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,,164,172,177107,,167,108,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,164,172,177107,,167,108,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,164,172,177107,,167,108,112,113,115,116,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,164,172,177106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,,164,172,177107,,167,108,112,113,115,116,120,410,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,164,172,177107,,167,108,112,113,115,116,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,164,172,177107,,167,108,112,113,115,116,120,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,164,172,177107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,164,172,177107,,167,108,112,113,115,116,127,112,135,139,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,,164,172,177107,,167,108,112,113,115,116,120,120,477,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,164,172,177107,,167,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,164,172,177107,,167,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,,164,172,177107,,167,108,112,113,115,116,120,410,410,120,410,410,120,410,410,120,410,0,0,0,0,0,0,0,0,0,0,0
138,,164,172,177,462,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,,164,172,177107,,167,108,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,,164200,,167,108,112,116,119,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,,164,172,177107,,167,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,,164,172,177107,,167,108,112,113,115,116,120,410,410,120,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,164,172,177107,,167,108,112,113,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,164,172,177107,,167,108,112,113,115,116,120,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,164,172,177107,,167,108,112,113,115,116,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,164,172,177107,,167,108,112,113,115,116,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,,164,172,177107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,,164,172,177107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,,164,172,177106,,171,153,113,115,116,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,164,172,177107,,167,108,112,113,115,116,127,129,132,132,132,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,164,172,177106,,171,153,116,154,161,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,,164,172,177107,,167,108,112,113,115,116,127,112,135,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,,164,172,177107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,,164,172,177107,,167,108,112,113,115,116,129,132,132,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,,173,177107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,,164,172,177107,,167,108,112,113,115,116,120,613,613,120,613,613,119,120,410,410,127,127,127,0,0,0,0,0,0,0,0,0
171,,164,172,177107,,167,108,112,113,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,,164,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,,164,172,177106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,,164,172,177,462,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,,164,172,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,,164,172,177107,,167,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,,164,172,177106,,171,153,113,115,116,155,155,120,585,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,,164,172,177107,,167,108,112,113,115,116,120,410,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,,173,177,165,104,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,,164,172,177107,,167,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,,164,172,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,,164,172,177107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,,164,172,177106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,,164,172,177107,,167,108,112,113,115,116,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,,164,172,177107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,,164,172,177107,,167,108,112,113,114,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,,164,172,177107,,167,108,112,113,115,116,120,477,477,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,,164,172,177,462,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,,164,172,177,165,103,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,,164,172,177107,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
